,region,numberpets,householdsize,homeowner,jobcategory,carbrand,log_car_val,log_hh_income,log_tot_debt,log_tot_value
2794,southwest,1,5,1,Labor,Domestic,9.862665558,10.66895539,13.29362399,6.983465538
2795,southeast,1,1,0,Labor,Foreign,10.2646524,11.09741002,13.9007704,7.590043716
2796,southeast,1,3,1,Labor,Domestic,9.358760377,10.04324949,12.4041035,6.21250589
2797,midwest,4,1,0,Professional,Domestic,8.779557456,9.305650552,10.74073508,6.514268148
2799,northeast,4,7,0,Service,Foreign,10.69194491,11.42954386,14.07571865,5.305541212
2800,midwest,0,1,0,Sales,Foreign,9.071078305,9.852194258,12.15477935,3.258096538
2801,southwest,1,1,0,Service,Foreign,10.97678203,11.87059991,13.95004145,7.380941339
2802,southwest,2,1,1,Professional,Foreign,10.66429338,11.27720313,12.71228766,3.636269504
2803,southwest,0,3,0,Service,Foreign,10.08163374,10.81977828,13.91535589,5.718671087
2804,southwest,4,2,1,Labor,Domestic,10.86092023,11.44035477,12.8754393,8.227001305
2806,midwest,0,1,1,Crafts,Foreign,10.2646524,10.66895539,10.31228045,3.964615456
2807,midwest,0,4,0,Sales,Domestic,9.723163998,10.4341158,13.43979841,6.001167323
2809,southwest,2,1,1,Sales,Foreign,9.082507,9.903487553,12.6181823,4.254193263
2810,northeast,0,3,1,Professional,Domestic,9.169518377,9.798127037,11.9381932,4.944495492
2811,northeast,2,2,1,Professional,Domestic,11.39975677,12.10625231,14.91565501,7.563174631
2812,southwest,0,1,1,Labor,Domestic,10.60162227,11.40756495,14.18015367,6.314815359
2813,northeast,0,2,0,Sales,Foreign,9.686574551,10.40426284,11.53566495,7.915329914
2814,southwest,1,3,1,Labor,Foreign,11.27973158,12.02574909,13.24952452,7.775842674
2815,southeast,0,3,0,Sales,Foreign,9.472704636,10.40426284,13.2946346,3.010620886
2817,midwest,0,2,1,Professional,Foreign,10.74289724,11.62625415,12.82017662,6.91527692
2818,southeast,0,2,1,Service,Domestic,10.17351469,10.69194491,12.48370438,6.918447909
2819,west,0,5,1,Professional,Domestic,8.974618038,9.798127037,11.34568955,5.111686538
2820,west,5,6,0,Sales,Foreign,9.532423871,10.30895266,11.22524339,5.453610251
2821,west,0,3,1,Professional,Domestic,10.08580911,10.46310334,12.47800636,8.255490708
2822,northeast,1,6,1,Sales,Foreign,9.104979856,9.998797732,11.22257316,5.543809322
2823,southwest,5,1,1,Sales,Domestic,9.705036614,10.37349118,13.07485239,5.49100171
2824,southwest,1,2,1,Sales,Domestic,9.472704636,10.04324949,12.1950117,5.883322388
2825,southeast,3,1,1,Sales,Domestic,10.4744671,11.12726298,13.64495946,7.210301333
2827,southwest,0,2,1,Professional,Foreign,10.24352486,10.89673933,12.85683411,8.107915826
2828,midwest,1,2,0,Labor,Domestic,10.28874995,10.91508846,11.94470788,7.60414719
2829,southwest,0,1,0,Sales,Domestic,9.740968623,10.30895266,10.6454249,4.42424765
2830,northeast,0,4,1,Crafts,Foreign,9.857443614,10.34174248,12.24385001,5.855644824
2831,northeast,3,1,1,Agriculture,Foreign,10.88181368,11.46163217,12.29454129,8.09153558
2832,midwest,3,1,1,Service,Domestic,9.947504438,10.66895539,11.36210258,8.026039467
2833,southeast,0,1,1,Agriculture,Domestic,10.33526997,11.09741002,13.63901201,7.040098466
2834,southwest,1,5,0,Sales,Foreign,9.76995616,10.37349118,12.041198,6.898512698
2835,west,2,1,0,Agriculture,Foreign,11.29725393,11.72803684,14.53743954,6.485779619
2836,northeast,3,1,1,Sales,Foreign,10.48849257,11.06663836,12.98356097,6.072698852
2837,southeast,0,1,1,Sales,Foreign,9.350102314,10.23995979,12.60081379,4.208417018
2838,west,2,2,1,Professional,Domestic,9.857443614,10.77895629,13.35156852,6.66198261
2839,southwest,0,2,1,Professional,Foreign,10.76426557,11.53272809,13.54763111,7.059102031
2840,northeast,3,1,1,Sales,Domestic,10.00784757,10.49127422,12.29956299,7.113752671
2841,southwest,1,3,1,Sales,Domestic,9.26860928,10.16585182,12.84687335,6.486770359
2842,northeast,3,5,0,Labor,Domestic,9.568014816,9.998797732,12.35017299,3.94931879
2844,west,1,2,0,Professional,Foreign,9.975808214,11.3736634,13.83325224,5.785976712
2845,northeast,0,1,0,Professional,Domestic,9.148464968,9.852194258,11.90631799,3.769306703
2846,northeast,0,2,0,Sales,Domestic,9.249561085,9.998797732,12.26056083,3.08876714
2847,west,2,2,0,Sales,Domestic,8.9226583,9.392661929,11.07906088,9.119496205
2848,northeast,3,2,1,Service,Foreign,10.9970873,11.61728548,12.49275422,6.972184419
2849,west,0,1,1,Service,Foreign,10.15812977,10.87804719,13.31166055,5.82126917
2850,northeast,0,1,1,Agriculture,Foreign,9.971146201,10.69194491,12.83201108,4.769836808
2851,west,4,2,1,Service,Foreign,9.287301413,9.998797732,12.6520397,8.121361532
2852,southeast,0,4,0,Sales,Domestic,9.873028345,10.6454249,12.31313172,5.035327907
2853,west,2,2,0,Sales,Domestic,9.104979856,9.798127037,12.3077263,8.543990904
2854,southwest,0,3,1,Professional,Foreign,10.9472916,11.71177632,14.64029985,8.973116912
2855,southeast,2,1,1,Sales,Foreign,9.367344121,10.34174248,12.81828088,7.213547371
2856,southwest,1,2,0,Service,Foreign,11.40422605,12.27839331,15.087796,6.215907254
2857,southeast,2,2,1,Sales,Domestic,8.612503371,9.210340372,12.00762171,8.665578713
2858,southeast,0,1,1,Service,Foreign,10.3155972,11.19821472,13.00650349,8.772222932
2859,west,1,1,1,Labor,Domestic,9.71111566,10.40426284,12.50839699,8.115789823
2860,northeast,0,3,1,Sales,Foreign,9.735068901,10.27505111,12.52634291,5.056882545
2861,northeast,0,1,1,Sales,Foreign,9.61580548,10.04324949,12.65331929,5.95635537
2862,midwest,2,2,1,Crafts,Foreign,11.32055357,12.16002871,14.71725602,6.948273227
2864,southeast,1,1,1,Labor,Domestic,10.99373159,11.8277362,14.64911509,8.635589372
2865,west,0,5,0,Labor,Domestic,10.40728856,11.2515607,13.12336288,7.301485131
2866,northeast,3,4,1,Sales,Domestic,8.809862805,9.740968623,11.86920033,5.975208125
2867,southwest,0,1,1,Sales,Domestic,9.126958763,10.46310334,11.41861479,3.996364154
2869,northeast,1,1,0,Professional,Domestic,10.08996712,11.00209984,12.41308681,6.509960677
2870,southwest,3,3,1,Crafts,Domestic,10.0475879,10.93310697,12.24143979,2.972975286
2872,southeast,0,2,0,Professional,Domestic,8.794824928,9.680344001,12.10514673,4.978456396
2873,midwest,0,1,1,Sales,Foreign,9.752664663,10.4341158,11.12726298,6.367157497
2874,west,3,1,0,Professional,Domestic,9.358760377,10.16585182,13.13626628,3.844814256
2875,southeast,1,2,0,Professional,Foreign,10.33526997,10.87804719,13.33763603,4.238444906
2876,west,0,2,1,Sales,Foreign,9.239899174,9.952277717,11.11542853,6.859877199
2881,midwest,0,2,0,Professional,Domestic,10.12262308,10.87804719,13.50271578,7.2922691
2882,southeast,0,2,1,Labor,Foreign,10.46310334,11.01862914,13.84000803,7.73822665
2883,northeast,3,3,1,Sales,Foreign,10.02570519,10.49127422,13.3361836,7.389316857
2884,southwest,0,2,1,Professional,Foreign,10.01681624,10.77895629,12.94227932,5.787050744
2885,southeast,0,1,0,Service,Domestic,9.740968623,10.77895629,11.36674295,7.771741679
2887,southeast,0,2,1,Labor,Foreign,8.779557456,9.61580548,10.89673933,7.310516736
2888,southeast,1,6,1,Crafts,Foreign,9.667765219,10.49127422,12.28303369,4.852030264
2889,midwest,1,1,1,Professional,Domestic,10.69873996,11.26446411,13.21037425,4.263383855
2890,southwest,1,4,1,Professional,Foreign,10.37349118,11.22524339,13.77468856,6.532334292
2891,northeast,0,1,1,Labor,Foreign,11.44678566,12.51722707,14.25769325,8.437186316
2892,west,1,1,0,Labor,Foreign,10.86092023,11.3736634,12.73463995,6.826978969
2894,southeast,2,5,0,Crafts,Domestic,9.035986985,10.1266311,12.80765263,6.711497056
2895,northeast,2,1,0,Professional,Foreign,9.137769679,9.472704636,11.85225077,3.636269504
2896,southwest,1,3,0,Sales,Foreign,9.45720045,10.23995979,13.43863291,6.907855274
2897,southwest,0,1,1,Service,Domestic,10.35137338,10.89673933,12.25771588,6.628900795
2898,southwest,0,3,1,Sales,Foreign,9.071078305,9.740968623,10.87237073,5.604882526
2899,west,2,2,0,Sales,Domestic,9.169518377,10.08580911,12.42761492,5.120087428
2900,southeast,1,2,0,Sales,Foreign,9.323669057,10.08580911,12.96500757,5.501054108
2901,west,0,1,0,Sales,Foreign,9.425451752,10.4341158,13.10134401,7.775968593
2902,west,1,1,1,Sales,Domestic,10.89858946,11.47210347,12.78043629,6.528323348
2903,southeast,4,2,0,Service,Foreign,10.6619542,11.31447453,14.06174544,7.106974922
2904,west,0,2,1,Sales,Foreign,10.5941316,11.21182037,13.00357984,6.25738019
2905,southwest,0,2,0,Service,Foreign,11.41641456,12.06681058,14.95718234,8.888936042
2906,midwest,0,1,0,Professional,Domestic,10.4968144,11.39639165,14.60319489,6.466300233
2907,southeast,0,3,1,Sales,Domestic,10.48570317,11.03488966,11.13019984,5.486869473
2909,west,2,1,1,Professional,Foreign,11.28727878,12.17044547,14.19859372,7.101799522
2910,midwest,0,2,1,Service,Domestic,9.655026193,10.46310334,13.67394699,5.732693818
2911,southeast,0,4,1,Sales,Domestic,8.987196821,9.680344001,12.50172289,4.614129927
2912,west,1,1,1,Agriculture,Domestic,10.5815211,11.22524339,14.31173003,6.806331449
2913,northeast,1,1,1,Professional,Foreign,10.19615717,10.89673933,12.73728896,8.779218937
2914,northeast,3,3,1,Professional,Domestic,9.735068901,10.6454249,12.53249455,5.416100402
2915,midwest,0,2,1,Labor,Domestic,9.692766521,10.23995979,12.03171926,6.699438762
2916,southwest,0,1,1,Sales,Domestic,10.15034763,10.75790288,12.23950742,4.678420648
2917,northeast,3,1,1,Professional,Foreign,11.1124479,11.47210347,13.81390928,5.451896454
2918,southwest,0,1,1,Professional,Domestic,9.75846178,10.37349118,10.96127785,7.305020191
2919,northeast,2,1,1,Sales,Foreign,9.116029693,9.798127037,10.82774645,4.405498991
2920,southwest,1,4,0,Agriculture,Foreign,10.20359214,10.96819829,11.80110741,7.891910246
2921,west,0,1,1,Sales,Domestic,10.08580911,10.62132735,13.90223856,4.406109305
2922,southeast,0,3,0,Sales,Foreign,9.957028319,10.51867319,13.47877829,5.18430845
2923,northeast,0,3,0,Labor,Domestic,9.740968623,10.57131693,12.00640145,6.753671264
2924,midwest,1,4,1,Professional,Foreign,9.937888979,10.79957558,11.20504069,7.590397475
2925,northeast,3,1,0,Professional,Domestic,11.13604781,11.97665948,12.89295021,8.260673812
2926,southwest,0,4,1,Sales,Domestic,10.23638197,10.93310697,11.62625415,3.875359021
2927,midwest,0,2,0,Sales,Foreign,10.03451581,10.91508846,13.14510286,6.521872186
2929,west,1,1,0,Labor,Domestic,9.137769679,9.852194258,11.59266043,6.444210745
2930,midwest,0,2,0,Sales,Domestic,8.366370302,9.104979856,12.35922283,6.95473428
2931,southeast,0,2,1,Sales,Domestic,9.341368634,10.27505111,12.16212076,6.380800273
2932,northeast,0,1,1,Labor,Foreign,9.137769679,9.740968623,11.17605315,7.435172498
2933,midwest,0,1,1,Sales,Domestic,9.692766521,10.27505111,11.96145006,7.313786893
2935,midwest,1,1,1,Agriculture,Domestic,11.45529635,12.03765399,15.06294507,9.167375458
2936,southeast,0,5,1,Professional,Domestic,9.553930076,10.20359214,12.33182385,5.453824269
2937,southeast,0,1,1,Sales,Foreign,8.999619341,9.61580548,11.42409425,8.025369221
2940,northeast,2,2,1,Professional,Domestic,8.630521877,9.472704636,11.79509236,7.738466336
2941,midwest,1,3,1,Labor,Domestic,10.39513036,10.91508846,12.92999148,7.962433096
2943,southwest,0,1,1,Professional,Foreign,9.76995616,10.40426284,11.88586738,7.479835914
2944,southwest,1,2,0,Sales,Domestic,8.794824928,9.903487553,12.38002595,5.674525294
2945,southwest,0,1,1,Sales,Domestic,8.630521877,9.61580548,12.05815252,3.794364962
2946,midwest,0,1,1,Agriculture,Domestic,9.994241916,10.89673933,12.87082035,6.049025658
2947,west,0,1,1,Labor,Domestic,10.48570317,11.03488966,13.12675373,7.971430998
2948,southeast,0,1,1,Service,Foreign,10.72985358,11.73606902,14.12483181,7.765696299
2949,northeast,1,2,0,Professional,Foreign,11.13019984,11.8913619,12.53321579,8.660990459
2950,northeast,1,1,1,Agriculture,Foreign,8.748304912,9.472704636,11.24765699,6.14525802
2951,southwest,0,2,1,Sales,Foreign,9.093806556,9.852194258,12.47686285,7.79591399
2953,southeast,1,1,0,Crafts,Foreign,11.15625052,11.68687877,13.09786575,4.857484115
2954,midwest,2,2,1,Sales,Foreign,10.14250445,10.71441777,12.91164235,8.039447671
2955,southeast,0,5,1,Service,Foreign,10.22918769,10.73639668,12.52815614,5.828504344
2956,west,1,5,1,Professional,Foreign,9.862665558,10.49127422,13.27628546,7.64384221
2957,southwest,0,1,1,Sales,Domestic,10.58405595,11.19821472,13.90626492,5.247287195
2958,midwest,3,1,1,Professional,Foreign,10.40426284,11.00209984,12.70684793,5.214392132
2959,midwest,0,2,0,Professional,Foreign,9.92329018,10.73639668,14.08630076,6.890253004
2962,west,1,2,0,Service,Domestic,9.798127037,10.71441777,13.28703,5.57519124
2964,midwest,0,5,1,Professional,Foreign,9.803667217,10.40426284,12.44548317,5.738344919
2965,southeast,2,1,1,Professional,Domestic,11.27466828,11.89818787,14.95218905,7.661927001
2966,southeast,0,1,1,Professional,Foreign,10.15034763,10.6454249,13.29866686,8.654055281
2967,southeast,3,1,1,Professional,Domestic,10.3449631,11.03488966,12.62412487,7.529621258
2968,southwest,0,3,1,Labor,Foreign,10.73856823,11.38509209,12.63785506,5.773463998
2969,southwest,1,2,1,Crafts,Domestic,9.367344121,10.30895266,12.81855192,5.190175208
2972,west,1,3,1,Professional,Foreign,9.622450023,10.46310334,11.62625415,6.236956502
2974,southeast,0,3,1,Professional,Foreign,10.15034763,10.71441777,12.41916586,3.668676747
2975,southwest,0,5,1,Sales,Foreign,9.035986985,9.798127037,11.68519669,3.982481469
2976,southwest,2,3,1,Professional,Foreign,9.296518068,9.903487553,12.76568843,6.50847103
2977,midwest,1,1,0,Professional,Foreign,10.3449631,10.93310697,14.33763214,2.287471455
2978,midwest,0,4,1,Agriculture,Foreign,9.384293679,9.903487553,12.04355372,4.028916757
2979,southwest,2,3,0,Sales,Domestic,8.853665428,10.46310334,13.58546826,8.869890234
2980,southwest,0,1,1,Sales,Domestic,9.082507,9.740968623,11.89273083,4.798678932
2981,west,3,3,1,Sales,Domestic,10.25061708,10.77895629,11.36674295,7.348297914
2982,southeast,3,5,1,Agriculture,Domestic,8.732304571,9.61580548,11.6307085,5.394990254
2983,midwest,1,4,1,Sales,Foreign,9.059517482,9.680344001,10.21097225,5.085742767
2984,midwest,0,2,0,Professional,Foreign,9.692766521,10.23995979,11.65094676,6.260632537
2985,northeast,0,1,0,Crafts,Domestic,8.794824928,9.740968623,11.04930144,8.874468955
2986,midwest,0,4,1,Crafts,Domestic,10.2327913,10.95080655,13.26334197,7.806268931
2987,northeast,1,2,0,Sales,Domestic,9.867860375,10.69194491,10.95430918,5.733988317
2988,southeast,0,1,0,Service,Foreign,9.425451752,10.16585182,10.261162,5.720311777
2989,midwest,3,2,1,Sales,Foreign,9.059517482,9.798127037,12.03883673,4.073291153
2990,southeast,0,1,0,Professional,Domestic,10.77478092,11.3736634,14.65457461,3.933784497
2991,northeast,1,3,1,Professional,Foreign,9.384293679,9.952277717,12.2244036,4.287715955
2992,northeast,0,1,1,Labor,Foreign,11.41861479,12.1281111,14.87538202,5.412761501
2993,southwest,0,1,1,Professional,Domestic,10.0301202,10.6454249,13.68037788,9.10395155
2994,southwest,4,1,0,Sales,Foreign,10.03451581,10.77895629,12.05989014,2.841998174
2996,northeast,2,3,1,Labor,Domestic,10.90411943,11.48246626,14.36166471,9.244963996
2997,west,0,2,1,Crafts,Foreign,10.58405595,11.50287513,13.97941353,7.098210336
2998,midwest,0,1,1,Sales,Foreign,8.648221454,9.392661929,12.23757131,4.012772909
2999,midwest,2,1,1,Professional,Foreign,10.54534144,11.6351431,13.68926683,7.076738271
3000,southeast,2,1,1,Labor,Domestic,8.318742253,9.104979856,10.51596683,7.026781985
3001,southeast,2,6,0,Sales,Foreign,10.03889219,10.4341158,10.83958091,5.685618504
3002,southwest,0,4,1,Professional,Domestic,7.863266724,9.546812609,13.04028527,5.516046285
3003,southwest,2,2,0,Service,Domestic,9.341368634,9.798127037,11.70023456,7.093861332
3004,west,0,2,1,Sales,Domestic,9.680344001,10.16585182,11.71341433,7.78211924
3005,midwest,0,2,0,Sales,Domestic,10.00784757,10.73639668,13.39665621,4.813809051
3006,southeast,0,2,1,Professional,Foreign,10.97164063,11.42954386,13.88054895,4.497028027
3007,southeast,0,3,1,Sales,Domestic,9.093806556,9.546812609,10.67821472,3.265759411
3008,northeast,1,3,1,Sales,Foreign,9.867860375,10.4341158,13.47863824,6.55222254
3009,midwest,1,1,0,Professional,Domestic,11.3586081,11.97035031,14.3591131,6.913588234
3010,midwest,1,1,0,Service,Foreign,10.67590791,11.33857208,12.94800999,6.082561318
3013,southeast,1,1,0,Crafts,Foreign,9.27799902,10.20359214,12.45488394,6.377746836
3014,northeast,0,4,1,Service,Foreign,9.746833742,10.37349118,12.907188,6.646715137
3015,northeast,0,1,0,Sales,Domestic,9.888373915,10.59663473,12.52815614,5.694405313
3016,northeast,3,4,1,Labor,Foreign,8.974618038,9.680344001,11.53664199,2.681021529
3017,midwest,0,4,1,Professional,Domestic,9.952277717,10.54534144,12.99634654,7.556584779
3018,northeast,0,1,1,Service,Domestic,9.314700387,10.23995979,11.80857571,8.376044288
3019,southwest,1,2,1,Service,Foreign,10.76214917,11.48246626,13.42837641,8.54098784
3021,northeast,2,3,1,Labor,Domestic,10.58910647,11.36210258,12.95133778,6.82050751
3022,southwest,3,2,1,Sales,Domestic,9.667765219,10.46310334,12.42319812,6.42745886
3023,northeast,1,2,1,Professional,Foreign,9.126958763,9.61580548,11.26446411,8.598773178
3024,northeast,2,1,1,Sales,Foreign,8.867850063,9.852194258,12.10348606,4.056123349
3025,midwest,2,3,1,Sales,Domestic,9.546812609,10.08580911,11.97287876,8.84198317
3026,southwest,2,3,1,Sales,Foreign,9.752664663,10.91508846,11.60823564,8.890782281
3027,southwest,0,4,1,Crafts,Domestic,10.96474405,11.7905572,15.07146842,9.113080292
3028,southwest,0,2,0,Labor,Domestic,8.630521877,9.61580548,11.82407989,6.111799878
3029,southeast,0,3,0,Sales,Domestic,10.06900199,10.34174248,12.5500169,5.371103036
3030,northeast,4,1,0,Agriculture,Domestic,9.45720045,10.37349118,13.25829189,7.148188499
3031,midwest,3,1,0,Professional,Foreign,9.609116492,10.37349118,13.29665276,4.835090722
3032,southwest,2,2,0,Professional,Foreign,9.655026193,10.40426284,12.33578425,7.022065625
3033,west,0,2,1,Service,Foreign,10.53741537,11.66992921,13.65780356,5.929722113
3034,midwest,0,1,1,Sales,Foreign,9.539644119,10.4341158,13.15541123,5.145748768
3035,southwest,0,6,1,Crafts,Foreign,9.220290703,9.740968623,11.42736758,8.672357643
3036,southeast,0,4,1,Labor,Domestic,9.836278803,10.87804719,12.26434155,8.13051549
3037,southeast,2,3,1,Professional,Domestic,9.305650552,9.952277717,12.67357314,4.312140507
3038,southeast,1,2,1,Professional,Foreign,10.41631118,11.15625052,14.09010739,7.805657983
3039,northeast,3,3,1,Labor,Foreign,9.190137665,9.852194258,12.16472968,2.151762203
3040,southeast,1,1,1,Professional,Domestic,11.3083583,12.01370075,13.62313867,8.166599718
3042,southwest,1,1,0,Agriculture,Domestic,8.867850063,10.27505111,12.27653111,4.054390247
3043,northeast,3,1,1,Sales,Domestic,9.629050707,10.23995979,11.96272639,5.317139121
3044,northeast,1,1,1,Sales,Foreign,10.6501755,11.15625052,11.79810441,6.363028104
3045,midwest,1,2,0,Crafts,Domestic,9.071078305,9.680344001,12.16525065,4.401829262
3046,northeast,3,4,0,Professional,Domestic,9.159047078,9.798127037,12.73728896,3.898937766
3048,west,0,1,0,Crafts,Domestic,9.220290703,9.680344001,12.26056083,3.947390149
3049,west,1,5,1,Sales,Domestic,8.764053269,10.04324949,12.66791809,7.507744961
3050,west,0,2,1,Professional,Foreign,10.90961899,11.65268741,14.72538072,7.79216311
